SN,Movie,Worldwide (In Cr),India Net (In Cr),India Gross (In Cr),Overseas (In Cr),Budget ( In Cr),Verdict,Genre,Movie Rating
827,Amar Akbar Anthony,₹ 0.00,₹ 7.00,₹ 0.00,₹ 0.00,₹ 1.00,Blockbuster,"Comedy, Drama, Thriller",7.7
828,Godzilla vs. Kong,"₹ 2,500.00",₹ 7.00,₹ 55.00,"₹ 1,900.00","₹ 1,300.00",Hit,"Crime, Drama, Thriller",7.7
829,Shang-Chi and the Legend of the Ten Rings,₹ 930.00,₹ 7.00,₹ 12.00,₹ 410.00,"₹ 1,150.00",flop,"Animation, Adventure, Comedy",7.7
830,Aap Ki Khatir,₹ 14.00,₹ 7.00,₹ 11.00,₹ 3.00,₹ 15.00,Flop,"Mystery, Thriller",7.7
831,Raman Raghav 2.0,₹ 10.00,₹ 7.00,₹ 9.00,₹ 1.00,₹ 10.00,Flop,"Comedy, Drama",7.7
832,Jaal: The Trap,₹ 11.00,₹ 7.00,₹ 10.00,₹ 0.00,₹ 10.00,Flop,"Biography, Drama, History",7.7
833,Dil,₹ 17.00,₹ 7.00,₹ 12.00,₹ 5.00,₹ 2.00,Blockbuster,"Action, Drama, History",7.7
834,Knock Out,₹ 10.00,₹ 6.00,₹ 9.00,₹ 0.00,₹ 25.00,Disaster,"Crime, Drama, Mystery",7.7
835,Laadla,₹ 12.00,₹ 6.00,₹ 12.00,₹ 0.00,₹ 3.00,Hit,"Drama, Mystery, Thriller",7.7
836,Kalyug,₹ 9.00,₹ 6.00,₹ 9.00,₹ 0.00,₹ 4.00,Above Average,"Comedy, Fantasy, Romance",7.7
837,Chocolate,₹ 10.00,₹ 6.00,₹ 9.00,₹ 0.00,₹ 9.00,Flop,"Comedy, Crime, Drama",7.7
838,Akele Hum Akele Tum,₹ 12.00,₹ 6.00,₹ 11.00,₹ 0.00,₹ 4.00,Below Average,Comedy,7.7
839,Suhaag,₹ 12.00,₹ 6.00,₹ 11.00,₹ 0.00,₹ 3.00,Hit,Drama,7.7
840,Khamoshi: The Musical,₹ 14.00,₹ 6.00,₹ 11.00,₹ 2.00,₹ 6.00,Flop,"Action, Adventure, ",7.7
841,Venom: Let There Be Carnage,"₹ 1,460.00",₹ 6.00,₹ 3.00,₹ 340.00,₹ 820.00,flop,"Action, Adventure",7.7
842,Goodbye,₹ 10.00,₹ 6.00,₹ 8.00,₹ 2.00,₹ 25.00,Flop,Drama,7.7
843,Prassthanam,₹ 10.00,₹ 6.00,₹ 8.00,₹ 2.00,₹ 40.00,Disaster,Comedy,7.7
844,Sapoot,₹ 12.00,₹ 6.00,₹ 10.00,₹ 2.00,₹ 5.00,Average,"Animation, Adventure, Family",7.7
845,Jeena Sirf Merre Liye,₹ 12.00,₹ 6.00,₹ 10.00,₹ 1.00,₹ 8.00,Flop,"Horror, Thriller",7.7
846,Deewane,₹ 12.00,₹ 6.00,₹ 10.00,₹ 1.00,₹ 8.00,Flop,"Drama, Thriller",7.7
847,Armaan,₹ 13.00,₹ 6.00,₹ 9.00,₹ 4.00,₹ 8.00,Flop,"Comedy, War",7.7
848,Dil Ne Jise Apna Kahaa,₹ 12.00,₹ 6.00,₹ 9.00,₹ 3.00,₹ 10.00,Flop,"Action, Crime, Thriller",7.7
849,Sonchiriya,₹ 8.00,₹ 6.00,₹ 7.00,₹ 0.00,₹ 30.00,Disaster,"Comedy, Western",7.7
850,Kahin Pyaar Na Ho Jaaye,₹ 13.00,₹ 6.00,₹ 11.00,₹ 2.00,₹ 8.00,Flop,"Biography, Crime, Drama",7.7
851,Sooryavansham,₹ 12.00,₹ 6.00,₹ 11.00,₹ 1.00,₹ 7.00,Flop,"Action, Crime, Drama",7.7
852,Bhaiaji Superhit,₹ 8.00,₹ 6.00,₹ 8.00,₹ 0.00,₹ 40.00,Disaster,"Adventure, Drama, Thriller",7.7
853,Daraar,₹ 10.00,₹ 6.00,₹ 10.00,₹ 0.00,₹ 5.00,Below Average,"Action, Crime, Drama",7.7
854,Army,₹ 11.00,₹ 6.00,₹ 10.00,₹ 0.00,₹ 4.00,Average,"Action, Crime, Thriller",7.7
855,Vijaypath,₹ 11.00,₹ 6.00,₹ 8.00,₹ 2.00,₹ 2.00,SuperHit,"Action, Adventure, War",7.7
856,Blank,₹ 8.00,₹ 6.00,₹ 7.00,₹ 1.00,₹ 30.00,Disaster,Comedy,7.7
857,Chef,₹ 10.00,₹ 6.00,₹ 8.00,₹ 1.00,₹ 13.00,Disaster,"Action, Adventure, War",7.7
858,Calendar Girls,₹ 8.00,₹ 6.00,₹ 8.00,₹ 0.00,₹ 12.00,Flop,"Drama, Romance",7.7
859,Dilwale,₹ 12.00,₹ 6.00,₹ 8.00,₹ 3.00,₹ 2.00,SuperHit,"Biography, Drama, History",7.7
860,Maharaja,₹ 10.00,₹ 6.00,₹ 9.00,₹ 0.00,₹ 5.00,Average,"Drama, Horror, Thriller",7.7
861,Tezaab,₹ 16.00,₹ 6.00,₹ 11.00,₹ 5.00,₹ 1.00,Blockbuster,"Drama, History, War",7.7
862,Haqeeqat,₹ 10.00,₹ 6.00,₹ 10.00,₹ 0.00,₹ 4.00,Average,"Action, Adventure, Thriller",7.7
863,Damini â€“ Lightning,₹ 11.00,₹ 6.00,₹ 11.00,₹ 0.00,₹ 2.00,Hit,"Drama, Horror, Mystery",7.7
864,Phool Aur Kaante,₹ 11.00,₹ 6.00,₹ 11.00,₹ 0.00,₹ 2.00,SuperHit,"Drama, Thriller",7.7
865,Sadak,₹ 10.00,₹ 6.00,₹ 10.00,₹ 0.00,₹ 3.00,SuperHit,"Drama, Horror, Thriller",7.7
866,Yeh Dil Aashiqanaa,₹ 9.00,₹ 6.00,₹ 9.00,₹ 0.00,₹ 4.00,Average,"Action, Adventure, Western",7.7
867,Pyaar Impossible!,₹ 9.00,₹ 6.00,₹ 8.00,₹ 0.00,₹ 12.00,Flop,"Drama, Horror",7.7
868,Top Gun: Maverick,"₹ 12,250.00",₹ 5.00,₹ 51.00,"₹ 12,199.00","₹ 1,300.00",Hit,"Drama, Horror, ",7.7
869,Genius,₹ 7.00,₹ 5.00,₹ 7.00,₹ 0.00,₹ 30.00,Disaster,Drama,7.7
870,Sangharsh,₹ 10.00,₹ 5.00,₹ 7.00,₹ 2.00,₹ 4.00,Average,"Comedy, Crime",7.7
871,Jung,₹ 10.00,₹ 5.00,₹ 9.00,₹ 1.00,₹ 4.00,Above Average,"Comedy, Drama, Romance",7.7
872,Rudraksh,₹ 9.00,₹ 5.00,₹ 8.00,₹ 1.00,₹ 15.00,Disaster,"Comedy, Drama, Romance",7.7
873,Kuttey,₹ 8.00,₹ 5.00,₹ 6.00,₹ 1.00,₹ 50.00,Disaster,"Drama, ",7.7
874,Khiladi 420,₹ 10.00,₹ 5.00,₹ 7.00,₹ 2.00,₹ 8.00,Flop,"Adventure, Drama, Romance",7.7
875,Do Lafzon Ki Kahani,₹ 7.00,₹ 5.00,₹ 7.00,₹ 0.00,₹ 11.00,Flop,"Drama, Film-Noir, Romance",7.7
876,Vaah! Life Ho Toh Aisi!,₹ 8.00,₹ 5.00,₹ 7.00,₹ 0.00,₹ 10.00,Flop,"Animation, Family, Fantasy",7.7
877,Hulchul,₹ 8.00,₹ 5.00,₹ 8.00,₹ 0.00,₹ 4.00,Below Average,"Horror, ",7.7
878,Insaniyat,₹ 10.00,₹ 5.00,₹ 9.00,₹ 0.00,₹ 4.00,Below Average,"Biography, Drama, History",7.6
879,Anari,₹ 10.00,₹ 5.00,₹ 10.00,₹ 0.00,₹ 2.00,Hit,"Drama, Mystery, Thriller",7.6
880,Aarzoo,₹ 11.00,₹ 5.00,₹ 7.00,₹ 4.00,₹ 8.00,Flop,"Comedy, Drama",7.6
881,Noor,₹ 0.00,₹ 5.00,₹ 0.00,₹ 0.00,₹ 1.00,flop,Drama,7.6
882,Stanley Ka Dabba,₹ 7.00,₹ 5.00,₹ 7.00,₹ 0.00,₹ 4.00,Below Average,Drama,7.6
883,Masoom,₹ 8.00,₹ 5.00,₹ 8.00,₹ 0.00,₹ 1.00,Hit,"Biography, Crime, Drama",7.6
884,Yeh Dillagi,₹ 10.00,₹ 5.00,₹ 10.00,₹ 0.00,₹ 2.00,Hit,Drama,7.6
885,Aflatoon,₹ 9.00,₹ 5.00,₹ 7.00,₹ 2.00,₹ 4.00,Below Average,"Adventure, Comedy, Drama",7.6
886,Bobby,₹ 29.00,₹ 5.00,₹ 10.00,₹ 19.00,₹ 1.00,Blockbuster,"Crime, Drama, Romance",7.6
887,Mr. India,₹ 10.00,₹ 5.00,₹ 10.00,₹ 0.00,₹ 2.00,SuperHit,Drama,7.6
888,Mughal-e-Azam,₹ 10.00,₹ 5.00,₹ 10.00,₹ 0.00,₹ 0.00,All Time Blockbuster,"Action, Adventure, Comedy",7.6
889,Dil Ka Rishta,₹ 13.00,₹ 5.00,₹ 7.00,₹ 5.00,₹ 8.00,Flop,"Action, Crime, Drama",7.6
890,Rehnaa Hai Terre Dil Mein,₹ 10.00,₹ 5.00,₹ 8.00,₹ 1.00,₹ 5.00,Below Average,"Action, Biography, Drama",7.6
891,Bewafa Sanam,₹ 7.00,₹ 5.00,₹ 7.00,₹ 0.00,₹ 1.00,SuperHit,"Drama, History, Thriller",7.6
892,Yeh Hai Jalwa,₹ 9.00,₹ 5.00,₹ 7.00,₹ 1.00,₹ 7.00,Flop,"Animation, Action, Adventure",7.6
893,Sirf Tum,₹ 10.00,₹ 5.00,₹ 9.00,₹ 1.00,₹ 2.00,Hit,"Animation, Adventure, Comedy",7.6
894,Khichdi: The Movie,₹ 7.00,₹ 5.00,₹ 7.00,₹ 0.00,₹ 4.00,Average,"Action, Crime, Drama",7.6
895,Bangistan,₹ 8.00,₹ 5.00,₹ 7.00,₹ 1.00,₹ 25.00,Disaster,"Drama, Sport",7.6
896,Style,₹ 7.00,₹ 5.00,₹ 7.00,₹ 0.00,₹ 2.00,Above Average,"Crime, Drama",7.6
897,Aunty No. 1,₹ 9.00,₹ 5.00,₹ 9.00,₹ 0.00,₹ 4.00,Below Average,"Action, Crime, Drama",7.6
898,Hum Hain Rahi Pyar Ke,₹ 9.00,₹ 5.00,₹ 8.00,₹ 1.00,₹ 2.00,SuperHit,"Biography, Comedy, Drama",7.6
899,Roti Kapda Aur Makaan,₹ 10.00,₹ 5.00,₹ 10.00,₹ 0.00,₹ 1.00,Blockbuster,"Action, Adventure, Drama",7.6
900,Lahu Ke Do Rang,₹ 9.00,₹ 5.00,₹ 6.00,₹ 2.00,₹ 5.00,Flop,"Mystery, Thriller",7.6
901,Andaz Apna Apna,₹ 7.00,₹ 5.00,₹ 7.00,₹ 0.00,₹ 3.00,Average,"Action, Thriller",7.6
902,Kyaa Dil Ne Kahaa,₹ 8.00,₹ 5.00,₹ 7.00,₹ 1.00,₹ 6.00,Below Average,"Action, Crime, Drama",7.6
903,Ravan Raaj: A True Story,₹ 7.00,₹ 5.00,₹ 7.00,₹ 0.00,₹ 2.00,Hit,"Animation, Adventure, Family",7.6
904,Baazi,₹ 7.00,₹ 4.00,₹ 7.00,₹ 0.00,₹ 3.00,Below Average,"Drama, Music, Romance",7.6
905,Notebook,₹ 6.00,₹ 4.00,₹ 6.00,₹ 0.00,₹ 20.00,Flop,"Drama, Western",7.6
906,Indu Sarkar,₹ 6.00,₹ 4.00,₹ 6.00,₹ 0.00,₹ 1.00,flop,"Drama, Romance",7.6
907,Game Over,₹ 16.00,₹ 4.00,₹ 14.00,₹ 1.00,₹ 20.00,Below Average,"Animation, Comedy, Crime",7.6
908,Nil Battey Sannata,₹ 6.00,₹ 4.00,₹ 6.00,₹ 0.00,₹ 7.00,Flop,"Comedy, Drama, Romance",7.6
909,The Zoya Factor,₹ 8.00,₹ 4.00,₹ 6.00,₹ 1.00,₹ 30.00,Disaster,"Action, Comedy, Crime",7.6
910,Dobaaraa,₹ 1.00,₹ 4.00,₹ 5.00,₹ 0.00,₹ 1.00,flop,"Action, Adventure, Crime",7.6
911,Dasara,₹ 118.00,₹ 4.00,₹ 96.00,₹ 22.00,₹ 65.00,SuperHit,"Biography, Drama, Sport",7.6
912,Zamana Deewana,₹ 7.00,₹ 4.00,₹ 6.00,₹ 0.00,₹ 4.00,Flop,"Drama, Horror, Thriller",7.6
913,Elaan,₹ 8.00,₹ 4.00,₹ 8.00,₹ 0.00,₹ 1.00,Hit,"Adventure, Comedy, Fantasy",7.6
914,Tutak Tutak Tutiya,₹ 6.00,₹ 4.00,₹ 6.00,₹ 0.00,₹ 11.00,Flop,"Drama, Thriller",7.6
915,Helicopter Eela,₹ 7.00,₹ 4.00,₹ 5.00,₹ 1.00,₹ 15.00,Flop,"Action, Adventure, Mystery",7.6
916,Bol Radha Bol,₹ 8.00,₹ 4.00,₹ 8.00,₹ 0.00,₹ 2.00,Hit,"Biography, Drama, Sport",7.6
917,Tum Bin 2,₹ 6.00,₹ 4.00,₹ 6.00,₹ 0.00,₹ 15.00,Flop,Drama,7.6
918,Khuddar,₹ 7.00,₹ 4.00,₹ 7.00,₹ 0.00,₹ 1.00,Above Average,Drama,7.6
919,Tum Bin - Love Will Find a Way,₹ 7.00,₹ 4.00,₹ 6.00,₹ 0.00,₹ 2.00,Average,"Action, Crime, Drama",7.6
920,Taarzan: The Wonder Car,₹ 6.00,₹ 4.00,₹ 5.00,₹ 0.00,₹ 14.00,Disaster,"Adventure, Family, Fantasy",7.6
921,Junooniyat,₹ 5.00,₹ 4.00,₹ 5.00,₹ 0.00,₹ 11.00,Disaster,"Animation, Adventure, Family",7.6
922,Shazam! Fury Of The Gods,"₹ 1,100.00",₹ 4.00,₹ 19.00,₹ 620.00,₹ 900.00,flop,"Crime, Drama, Mystery",7.6
923,Khiladi,₹ 7.00,₹ 4.00,₹ 6.00,₹ 1.00,₹ 2.00,SuperHit,"Crime, Drama, Mystery",7.6
924,Mother India,₹ 9.00,₹ 4.00,₹ 8.00,₹ 0.00,₹ 1.00,All Time Blockbuster,"Biography, Drama, Music",7.6
925,Sanam Bewafa,₹ 8.00,₹ 4.00,₹ 8.00,₹ 0.00,₹ 2.00,Hit,"Action, Biography, Drama",7.6
926,Chandni Bar,₹ 6.00,₹ 4.00,₹ 6.00,₹ 0.00,₹ 1.00,Hit,"Drama, Fantasy, Mystery",7.6
927,Maidan-E-Jung,₹ 6.00,₹ 4.00,₹ 6.00,₹ 0.00,₹ 3.00,Below Average,"Crime, Drama, Thriller",7.6
928,Dil Hai Ke Manta Nahin,₹ 7.00,₹ 4.00,₹ 6.00,₹ 1.00,₹ 1.00,Hit,"Action, Adventure, Family",7.6
929,Dhaakad,₹ 0.00,₹ 4.00,₹ 4.00,₹ 0.00,₹ 1.00,Disaster,"Action, Drama",7.6
930,Kabzaa,₹ 34.00,₹ 4.00,₹ 32.00,₹ 1.00,₹ 1.00,flop,"Drama, Romance, Thriller",7.6
931,Nanu Ki Jaanu,₹ 0.00,₹ 4.00,₹ 0.00,₹ 0.00,₹ 15.00,Flop,"Action, Drama, Mystery",7.6
932,Jo Jeeta Wohi Sikander,₹ 6.00,₹ 3.00,₹ 5.00,₹ 1.00,₹ 2.00,Hit,"Action, Crime, Drama",7.6
933,No Time To Die,"₹ 1,100.00",₹ 3.00,₹ 19.00,"₹ 1,100.00","₹ 1,850.00",flop,"Horror, Mystery, Thriller",7.6
934,Sangam,₹ 8.00,₹ 3.00,₹ 7.00,₹ 1.00,₹ 0.00,Blockbuster,Drama,7.6
935,Zamane Se Kya Darna,₹ 6.00,₹ 3.00,₹ 6.00,₹ 0.00,₹ 2.00,Average,Drama,7.6
936,Kaanchi...,₹ 5.00,₹ 3.00,₹ 5.00,₹ 0.00,₹ 20.00,Disaster,"Comedy, Drama, Romance",7.6
937,Janhit Mein Jaari,₹ 5.00,₹ 3.00,₹ 4.00,₹ 1.00,₹ 1.00,flop,"Drama, Mystery, Romance",7.6
938,Kabhi Haan Kabhi Naa,₹ 5.00,₹ 3.00,₹ 5.00,₹ 0.00,₹ 1.00,Above Average,"Comedy, Drama",7.6
939,Traffic,₹ 5.00,₹ 3.00,₹ 5.00,₹ 0.00,₹ 9.00,Flop,"Crime, Drama, Thriller",7.6
940,Darbar,₹ 247.00,₹ 3.00,₹ 173.00,₹ 74.00,₹ 200.00,Below Average,"Crime, Drama, Thriller",7.6
941,Insaaf,₹ 6.00,₹ 3.00,₹ 5.00,₹ 1.00,₹ 3.00,Flop,"Biography, Drama, Family",7.6
942,Jayantabhai Ki Luv Story,₹ 5.00,₹ 3.00,₹ 5.00,₹ 0.00,₹ 13.00,Disaster,Drama,7.6
943,Mitron,₹ 5.00,₹ 3.00,₹ 4.00,₹ 0.00,₹ 15.00,Flop,"Drama, , Thriller",7.6
944,Don,₹ 7.00,₹ 3.00,₹ 7.00,₹ 0.00,₹ 1.00,SuperHit,"Drama, Horror, ",7.6
945,Fareb,₹ 6.00,₹ 3.00,₹ 6.00,₹ 0.00,₹ 1.00,Hit,"Action, Adventure, Drama",7.6
946,Masaan,₹ 4.00,₹ 3.00,₹ 4.00,₹ 0.00,₹ 7.00,Disaster,"Comedy, Drama",7.6
947,Gunga Jumna,₹ 10.00,₹ 3.00,₹ 6.00,₹ 4.00,₹ 0.00,All Time Blockbuster,Drama,7.6
948,Haathi Mere Saathi,₹ 6.00,₹ 3.00,₹ 6.00,₹ 0.00,₹ 1.00,Blockbuster,"Adventure, Family, Fantasy",7.6
949,Suraj Pe Mangal Bhari,₹ 4.00,₹ 3.00,₹ 3.00,₹ 0.00,₹ 25.00,flop,"Horror, Mystery, Thriller",7.6
950,Aashiqui,₹ 5.00,₹ 3.00,₹ 4.00,₹ 0.00,₹ 1.00,Blockbuster,"Biography, Crime, Drama",7.6
951,Dhokha: Round D Corner,₹ 4.00,₹ 3.00,₹ 3.00,₹ 0.00,₹ 20.00,flop,"Drama, History, War",7.6
952,Jalebi,₹ 4.00,₹ 3.00,₹ 4.00,₹ 0.00,₹ 1.00,Flop,"Action, Crime, Mystery",7.6
953,Disco Dancer,₹ 100.00,₹ 3.00,₹ 6.00,₹ 94.00,₹ 2.00,Hit,"Biography, Drama, Sport",7.6
954,Seeta Aur Geeta,₹ 16.00,₹ 3.00,₹ 6.00,₹ 10.00,₹ 1.00,Blockbuster,"Comedy, Crime, Drama",7.6
955,Chehre,₹ 4.00,₹ 3.00,₹ 3.00,₹ 0.00,₹ 1.00,flop,"Crime, Drama, Thriller",7.6
956,Laal Kaptaan,₹ 4.00,₹ 3.00,₹ 3.00,₹ 0.00,₹ 40.00,Disaster,"Drama, War",7.6
957,Udaan,₹ 4.00,₹ 3.00,₹ 4.00,₹ 0.00,₹ 4.00,Flop,"Animation, Adventure, Family",7.6
958,Kuch Kuch Locha Hai,₹ 4.00,₹ 3.00,₹ 4.00,₹ 0.00,₹ 13.00,Disaster,"Adventure, Comedy, Drama",7.6
959,Kaafila,₹ 4.00,₹ 3.00,₹ 3.00,₹ 0.00,₹ 15.00,Disaster,"Crime, Drama, Thriller",7.6
960,Buddha Mar Gaya,₹ 5.00,₹ 3.00,₹ 4.00,₹ 1.00,₹ 4.00,Flop,"Mystery, , Thriller",7.6
961,One Night Stand,₹ 4.00,₹ 3.00,₹ 4.00,₹ 0.00,₹ 15.00,Disaster,"Crime, Drama, Thriller",7.6
962,Zaalim,₹ 5.00,₹ 3.00,₹ 5.00,₹ 0.00,₹ 1.00,Average,"Mystery, Thriller",7.6
963,Chori Chori,₹ 5.00,₹ 3.00,₹ 4.00,₹ 1.00,₹ 6.00,Flop,"Drama, Romance",7.6
964,Pihu,₹ 3.00,₹ 3.00,₹ 3.00,₹ 0.00,₹ 2.00,Above Average,"Action, Adventure, Thriller",7.6
965,Zanjeer,₹ 6.00,₹ 3.00,₹ 6.00,₹ 0.00,₹ 1.00,Blockbuster,"Adventure, Drama, Fantasy",7.6
966,Waqt,₹ 6.00,₹ 2.00,₹ 5.00,₹ 0.00,₹ 1.00,Blockbuster,"Drama, Romance",7.6
967,The Batman,"₹ 1,900.00",₹ 2.00,₹ 43.00,₹ 900.00,₹ 1.00,Average,"Adventure, Drama, History",7.6
968,Hum Hain Bemisaal,₹ 4.00,₹ 2.00,₹ 4.00,₹ 0.00,₹ 2.00,Flop,"Comedy, Drama, Romance",7.6
969,Mere Mehboob,₹ 5.00,₹ 2.00,₹ 5.00,₹ 0.00,₹ 0.00,Blockbuster,"Action, Crime, Drama",7.6
970,Angaaray,₹ 5.00,₹ 2.00,₹ 3.00,₹ 1.00,₹ 3.00,Flop,Comedy,7.6
971,Qayamat Se Qayamat Tak,₹ 5.00,₹ 2.00,₹ 4.00,₹ 1.00,₹ 1.00,SuperHit,"Comedy, Crime",7.6
972,Waiting,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 7.00,Disaster,"Animation, Drama, Romance",7.6
973,Mili,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 10.00,flop,"Comedy, Crime",7.6
974,Malaal,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 10.00,Disaster,"Comedy, Family",7.6
975,Laila Majnu,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 10.00,Flop,"Crime, Drama",7.6
976,Manto,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 10.00,Disaster,"Comedy, Drama, Romance",7.6
977,Phool Aur Paththar,₹ 14.00,₹ 2.00,₹ 5.00,₹ 9.00,₹ 0.00,Blockbuster,"Animation, Family, Fantasy",7.6
978,The Body,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 30.00,Disaster,"Comedy, Crime",7.6
979,Master,₹ 223.00,₹ 2.00,₹ 178.00,₹ 44.00,₹ 135.00,Blockbuster,"Comedy, Drama",7.6
980,Aggar,₹ 9.00,₹ 2.00,₹ 8.00,₹ 1.00,₹ 1.00,flop,"Action, Crime, Thriller",7.6
981,Jai Kishen,₹ 4.00,₹ 2.00,₹ 4.00,₹ 0.00,₹ 2.00,Average,"Crime, Drama, Thriller",7.6
982,Phobia,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 8.00,Disaster,Drama,7.6
983,Mard Ko Dard Nahi Hota,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 21.00,Disaster,"Action, Adventure, ",7.6
984,Aligarh,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 11.00,Disaster,"Action, Crime, Thriller",7.6
985,Bhangra Paa Le,₹ 2.00,₹ 2.00,₹ 2.00,₹ 0.00,₹ 8.00,flop,"Adventure, Comedy, Family",7.6
986,Fantastic Beasts: The Secrets of Dumbledore,₹ 0.00,₹ 2.00,₹ 11.00,₹ 0.00,₹ 1.00,Average,"Action, Biography, Crime",7.6
987,Salaam Venky,₹ 3.00,₹ 2.00,₹ 2.00,₹ 0.00,₹ 15.00,flop,"Animation, Adventure, Drama",7.6
988,Uncharted,"₹ 1,100.00",₹ 2.00,₹ 10.00,₹ 670.00,₹ 900.00,Flop,"Biography, Crime, Drama",7.6
989,Pailwaan,₹ 52.00,₹ 2.00,₹ 48.00,₹ 4.00,₹ 40.00,Average,"Drama, ",7.6
990,Gandhi Godse Ek Yudh,₹ 0.00,₹ 2.00,₹ 0.00,₹ 0.00,₹ 1.00,flop,"Comedy, Crime, Drama",7.6
991,Mere Jeevan Saathi,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 11.00,Disaster,"Drama, War, Western",7.6
992,Shabaash Mithu,₹ 1.00,₹ 2.00,₹ 2.00,₹ 0.00,₹ 1.00,flop,"Adventure, Comedy, War",7.6
993,Bheed,₹ 2.00,₹ 2.00,₹ 2.00,₹ 0.00,₹ 1.00,flop,"Animation, Adventure, Family",7.6
994,Jai Mummy Di,₹ 3.00,₹ 2.00,₹ 2.00,₹ 0.00,₹ 20.00,flop,"Drama, Mystery, Thriller",7.6
995,Love Sonia,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 15.00,Flop,"Comedy, Music, Musical",7.6
996,Nikamma,₹ 0.00,₹ 2.00,₹ 2.00,₹ 0.00,₹ 1.00,flop,"Comedy, Drama, Romance",7.6
997,Saugandh,₹ 3.00,₹ 2.00,₹ 3.00,₹ 0.00,₹ 2.00,Average,"Drama, Western",7.6
998,Akaash Vani,₹ 3.00,₹ 2.00,₹ 2.00,₹ 0.00,₹ 10.00,Disaster,"Drama, Romance, War",7.6
999,Zwigato,₹ 1.00,₹ 2.00,₹ 1.00,₹ 0.00,₹ 1.00,flop,"Drama, War",7.6
1000,FryDay,₹ 2.00,₹ 2.00,₹ 2.00,₹ 0.00,₹ 15.00,Disaster,"Crime, Mystery, Thriller",7.6
